NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,1213 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
5156,SWM,Swanscombe,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,," 13,936 "," 18,267 "," 39,486 "," 71,689 "," 13,936 "," 18,267 "," 39,486 "," 71,689 "," 143,378 "," 128,126 ", -   ,1,0,Reason for increase unclear - reverses decrease in previous year,
4222,SWA,Swansea,Wales - Cymru,Swansea - Abertawe,Swansea - Abertawe,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 377,109 "," 503,810 "," 177,326 "," 1,058,245 "," 377,109 "," 503,810 "," 177,326 "," 1,058,245 "," 2,116,490 "," 2,162,128 "," 91,677 ",0,0,,
5920,SNW,Swanwick,South East,Hampshire,Fareham,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 107,630 "," 99,029 "," 132,101 "," 338,760 "," 107,630 "," 99,029 "," 132,101 "," 338,760 "," 677,520 "," 631,824 ", -   ,0,0,,
5884,SWY,Sway,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 14,055 "," 20,099 "," 18,456 "," 52,610 "," 14,055 "," 20,099 "," 18,456 "," 52,610 "," 105,220 "," 106,702 ", -   ,0,0,,
5933,SWG,Swaythling,South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 19,864 "," 17,911 "," 27,339 "," 65,114 "," 19,864 "," 17,911 "," 27,339 "," 65,114 "," 130,228 "," 114,594 ", -   ,1,0,Continues high growth from previous year,
6355,SWD,Swinderby,East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,," 5,090 ", 360 ," 5,117 "," 10,567 "," 5,090 ", 360 ," 5,117 "," 10,567 "," 21,134 "," 20,482 ", -   ,0,0,,
3333,SWI,Swindon,South West,Swindon,Swindon,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 260,870 "," 921,917 "," 492,436 "," 1,675,222 "," 260,870 "," 921,917 "," 492,436 "," 1,675,222 "," 3,350,444 "," 3,220,180 "," 224,606 ",0,0,,
6228,SWE,Swineshead,East Midlands,Lincolnshire,Boston,UKF3,Lincolnshire,East Midlands Trains,,,, 927 , 14 , 706 ," 1,647 ", 927 , 14 , 706 ," 1,647 "," 3,294 "," 3,192 ", -   ,0,0,,
2800,SNN,Swinton (Greater Manchester),North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 15,749 "," 33,255 "," 19,999 "," 69,003 "," 15,749 "," 33,255 "," 19,999 "," 69,003 "," 138,006 "," 138,058 ", -   ,0,0,,
6686,SWN,Swinton (South Yorkshire),Yorkshire And The Humber,South Yorkshire,Rotherham,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 51,536 "," 60,423 "," 65,892 "," 177,851 "," 51,536 "," 60,423 "," 65,892 "," 177,851 "," 355,702 "," 400,702 "," 3,259 ",1,0,Improved PTE Infill,
5437,SYD,Sydenham,London,Greater London,Lewisham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 332,235 "," 547,874 "," 767,773 "," 1,647,882 "," 332,235 "," 547,874 "," 767,773 "," 1,647,882 "," 3,295,764 "," 3,190,706 ", -   ,0,0,,
5085,SYH,Sydenham Hill,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 63,010 "," 75,075 "," 183,879 "," 321,964 "," 63,010 "," 75,075 "," 183,879 "," 321,964 "," 643,928 "," 585,176 ", -   ,1,0,Reason for large increase is unclear,
5609,SYL,Syon Lane,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 170,328 "," 109,441 "," 241,223 "," 520,992 "," 170,328 "," 109,441 "," 241,223 "," 520,992 "," 1,041,984 "," 974,632 ", -   ,0,0,,
1900,SYS,Syston,East Midlands,Leicestershire,Charnwood,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 37,509 "," 22,115 "," 28,181 "," 87,805 "," 37,509 "," 22,115 "," 28,181 "," 87,805 "," 175,610 "," 165,898 ", -   ,0,0,,
3195,TAC,Tackley,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 2,496 "," 5,896 "," 2,106 "," 10,498 "," 2,496 "," 5,896 "," 2,106 "," 10,498 "," 20,996 "," 20,934 ", -   ,0,0,,
5386,TAD,Tadworth,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 38,748 "," 41,687 "," 56,183 "," 136,618 "," 38,748 "," 41,687 "," 56,183 "," 136,618 "," 273,236 "," 260,744 ", -   ,0,0,,
3880,TAF,Taffs Well,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 89,215 "," 10,312 "," 62,610 "," 162,137 "," 89,215 "," 10,312 "," 62,610 "," 162,137 "," 324,274 "," 313,570 ", -   ,0,0,,
8676,TAI,Tain,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 11,639 "," 4,415 "," 1,236 "," 17,289 "," 11,639 "," 4,415 "," 1,236 "," 17,289 "," 34,578 "," 34,016 ", -   ,0,0,,
4479,TAL,Talsarnau,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 2,983 ", 530 , -   ," 3,513 "," 2,983 ", 530 , -   ," 3,513 "," 7,026 "," 9,942 ", -   ,0,1,Line closures due to winter storm damage,
4355,TLB,Talybont,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 7,349 "," 2,817 ", -   ," 10,166 "," 7,349 "," 2,817 ", -   ," 10,166 "," 20,332 "," 20,374 ", -   ,0,0,,
2463,TLC,Tal-y-Cafn,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 915 , 244 , 41 ," 1,200 ", 915 , 244 , 41 ," 1,200 "," 2,400 "," 1,666 ", -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
1010,TAB,Tame Bridge Parkway,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 47,574 "," 94,232 "," 118,776 "," 260,582 "," 47,574 "," 94,232 "," 118,776 "," 260,582 "," 521,164 "," 503,394 ", -   ,0,0,,
1322,TAM,Tamworth Low Level,West Midlands,Staffordshire,Tamworth,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 224,366 "," 176,002 "," 112,482 "," 512,850 "," 224,366 "," 176,002 "," 112,482 "," 512,850 "," 1,025,700 "," 962,762 "," 316,903 ",0,0,,
3151,TAP,Taplow,South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 34,231 "," 42,547 "," 46,931 "," 123,709 "," 34,231 "," 42,547 "," 46,931 "," 123,709 "," 247,418 "," 239,116 ", -   ,0,0,,
5387,TAT,Tattenham Corner,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 37,061 "," 37,189 "," 79,546 "," 153,796 "," 37,061 "," 37,189 "," 79,546 "," 153,796 "," 307,592 "," 292,810 ", -   ,0,0,,
3471,TAU,Taunton,South West,Somerset,Taunton Deane,UKK2,Dorset and Somerset,First Great Western,,,," 110,323 "," 462,221 "," 58,431 "," 630,975 "," 110,323 "," 462,221 "," 58,431 "," 630,975 "," 1,261,950 "," 1,289,276 "," 75,333 ",0,0,,
8727,TAY,Taynuilt,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,," 4,907 "," 1,423 ", -   ," 6,330 "," 4,907 "," 1,423 ", -   ," 6,330 "," 12,660 "," 12,980 ", -   ,0,0,,
5572,TED,Teddington,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 297,980 "," 378,747 "," 571,150 "," 1,247,877 "," 297,980 "," 378,747 "," 571,150 "," 1,247,877 "," 2,495,754 "," 2,439,604 "," 118,301 ",0,0,,
7521,TEA,Tees-Side Airport,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,, 4 , -   , -   , 4 , 4 , -   , -   , 4 , 8 , 8 , -   ,0,0,,
3430,TGM,Teignmouth,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,," 29,590 "," 184,189 "," 69,531 "," 283,310 "," 29,590 "," 184,189 "," 69,531 "," 283,310 "," 566,620 "," 592,412 ", -   ,0,0,,
4691,TFC,Telford Central,West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 145,404 "," 248,856 "," 141,090 "," 535,350 "," 145,404 "," 248,856 "," 141,090 "," 535,350 "," 1,070,700 "," 1,034,156 "," 7,851 ",0,0,,
5837,TMC,Templecombe,South West,Somerset,South Somerset,UKK2,Dorset and Somerset,South West Trains,,,," 10,474 "," 30,948 "," 13,284 "," 54,706 "," 10,474 "," 30,948 "," 13,284 "," 54,706 "," 109,412 "," 106,750 ", -   ,0,0,,
4110,TEN,Tenby,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 34,210 "," 21,104 ", 467 ," 55,781 "," 34,210 "," 21,104 ", 467 ," 55,781 "," 111,562 "," 108,878 ", -   ,0,0,,
5193,TEY,Teynham,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 11,915 "," 15,728 "," 26,414 "," 54,057 "," 11,915 "," 15,728 "," 26,414 "," 54,057 "," 108,114 "," 106,642 ", -   ,0,0,,
5610,THD,Thames Ditton,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,London Travelcard Area Station," 113,972 "," 118,547 "," 222,377 "," 454,896 "," 113,972 "," 118,547 "," 222,377 "," 454,896 "," 909,792 "," 857,930 ", -   ,0,0,,
3152,THA,Thatcham,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 56,000 "," 97,167 "," 107,900 "," 261,067 "," 56,000 "," 97,167 "," 107,900 "," 261,067 "," 522,134 "," 532,882 ", -   ,0,0,,
2264,THH,Thatto Heath,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,," 25,464 "," 59,474 "," 25,625 "," 110,563 "," 25,464 "," 59,474 "," 25,625 "," 110,563 "," 221,126 "," 143,826 ", -   ,1,0,Improved PTE Infill,
4523,THW,The Hawthorns,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 43,177 "," 89,775 "," 83,401 "," 216,353 "," 43,177 "," 89,775 "," 83,401 "," 216,353 "," 432,706 "," 405,526 ", -   ,0,0,,
4538,TLK,The Lakes,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 1,820 "," 2,454 "," 2,288 "," 6,562 "," 1,820 "," 2,454 "," 2,288 "," 6,562 "," 13,124 "," 11,564 ", -   ,1,0,Reason for increase unclear,
3153,THE,Theale,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 68,737 "," 62,142 "," 102,485 "," 233,364 "," 68,737 "," 62,142 "," 102,485 "," 233,364 "," 466,728 "," 472,426 ", -   ,0,0,,
6949,TEO,Theobalds Grove,East,Hertfordshire,Broxbourne,UKH2,Bedfordshire and Hertforshire,Abellio Greater Anglia,,,," 36,900 "," 52,019 "," 63,968 "," 152,887 "," 36,900 "," 52,019 "," 63,968 "," 152,887 "," 305,774 "," 234,874 ", -   ,1,0,General high growth on Lea Valley Lines,
7203,TTF,Thetford,East,Norfolk,Breckland,UKH1,East Anglia,Abellio Greater Anglia,,,," 34,464 "," 82,205 "," 28,227 "," 144,895 "," 34,464 "," 82,205 "," 28,227 "," 144,895 "," 289,790 "," 287,024 ", 0 ,0,0,,
8191,THI,Thirsk,Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,First TransPennine Express,,,," 28,629 "," 58,118 "," 10,450 "," 97,197 "," 28,629 "," 58,118 "," 10,450 "," 97,197 "," 194,394 "," 190,718 ", -   ,0,0,,
7976,TBY,Thornaby,North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,First TransPennine Express,,,," 129,079 "," 103,652 "," 58,821 "," 291,551 "," 129,079 "," 103,652 "," 58,821 "," 291,551 "," 583,103 "," 570,986 "," 50,946 ",0,0,,
6530,TNN,Thorne North,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,THORNE BR,South Yorkshire,," 21,298 "," 19,872 "," 11,754 "," 52,924 "," 21,298 "," 19,872 "," 11,754 "," 52,924 "," 105,848 "," 146,856 ", 310 ,1,0,Improved PTE Infill,
6531,TNS,Thorne South,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,THORNE BR,South Yorkshire,," 14,751 "," 18,137 "," 8,210 "," 41,098 "," 14,751 "," 18,137 "," 8,210 "," 41,098 "," 82,196 "," 129,736 ", -   ,1,0,Major disruption due to landslip near Hatfield Colliery,http://www.networkrail.co.uk/news/213/feb/Disruption-to-rail-services-in-the-Doncaster-area-Stainforth/
5849,THO,Thornford,South West,Dorset,West Dorset,UKK2,Dorset and Somerset,First Great Western,,,, 481 , 853 , 20 ," 1,354 ", 481 , 853 , 20 ," 1,354 "," 2,708 "," 3,042 ", -   ,0,0,,
9812,THB,Thornliebank,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 31,170 "," 38,532 "," 38,877 "," 108,579 "," 31,170 "," 38,532 "," 38,877 "," 108,579 "," 217,158 "," 223,368 ", -   ,0,0,,
6210,TNA,Thornton Abbey,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 553 , 91 , 5 , 649 , 553 , 91 , 5 , 649 ," 1,298 ", 954 , -   ,0,1,Likely due to improvements in the December 2013 timetable,http://en.wikipedia.org/wiki/Barton_Line
5388,TTH,Thornton Heath,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 261,631 "," 506,967 "," 768,149 "," 1,536,747 "," 261,631 "," 506,967 "," 768,149 "," 1,536,747 "," 3,073,494 "," 2,970,480 ", -   ,0,0,,
9825,THT,Thorntonhall,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 3,231 "," 4,446 "," 1,520 "," 9,197 "," 3,231 "," 4,446 "," 1,520 "," 9,197 "," 18,394 "," 21,624 ", -   ,1,0,Improved PTE Infill,
7460,TPB,Thorpe Bay,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,," 125,556 "," 106,493 "," 173,887 "," 405,936 "," 125,556 "," 106,493 "," 173,887 "," 405,936 "," 811,871 "," 797,942 ", -   ,0,0,,
6267,TPC,Thorpe Culvert,East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,, 162 , 8 , -   , 170 , 162 , 8 , -   , 170 , 340 , 352 , -   ,0,0,,
6857,TLS,Thorpe-le-Soken,East,Essex,Tendring,UKH3,Essex,Abellio Greater Anglia,,,," 11,212 "," 19,444 "," 34,426 "," 65,082 "," 11,212 "," 19,444 "," 34,426 "," 65,082 "," 130,164 "," 121,300 "," 281,850 ",0,0,,
